Crop_Type,Rainfall_mm,Temperature_C,Humidity_pct,Nitrogen,Phosphorus,Potassium,pH,Area_ha,Season,Irrigation_Type,Yield_ton_per_ha
Maize,850.6,29.9,55.8,72.0,87.3,7.3,7.22,11.19,Kharif,Flood,5.0
Wheat,619.3,22.8,66.9,91.9,75.4,92.8,4.72,15.63,Rabi,Flood,3.99
Wheat,554.3,12.9,42.5,105.7,56.9,,5.23,12.32,Kharif,Drip,5.88
Maize,1070.6,26.7,75.6,20.0,37.6,77.1,6.49,4.22,Kharif,Flood,5.69
Cotton,695.0,29.1,60.2,63.0,7.5,11.1,7.92,19.23,Kharif,Drip,1.71
Cotton,922.2,31.6,59.1,59.3,50.5,24.5,5.67,15.67,Kharif,Sprinkler,2.04
Sugarcane,1697.8,30.9,62.2,17.4,40.6,53.7,6.94,0.63,Zaid,Rainfed,63.92
Sugarcane,2196.3,22.0,77.7,78.6,53.9,14.2,7.12,18.27,Kharif,Sprinkler,67.19
Soybean,856.0,22.6,57.1,95.0,55.8,67.6,6.16,6.35,Rabi,Flood,3.72
Soybean,739.6,26.7,56.1,12.9,81.8,56.6,5.73,2.49,Kharif,Drip,3.23
Rice,1765.7,25.5,87.6,126.6,92.4,100.3,6.61,4.78,Kharif,Sprinkler,7.64
Wheat,557.5,15.0,49.7,30.0,48.1,96.8,6.78,17.63,Zaid,Rainfed,3.93
Sugarcane,1863.4,22.5,71.6,95.8,80.5,83.9,8.27,8.27,Kharif,Drip,82.65
Cotton,603.9,27.9,49.9,24.5,8.0,74.0,6.94,14.31,Kharif,Rainfed,1.74
Maize,703.8,19.4,53.9,119.6,76.0,26.2,5.87,19.35,Rabi,Flood,6.17
Cotton,892.0,27.1,57.1,98.5,57.5,64.2,7.44,5.77,Kharif,Rainfed,2.51
Wheat,454.4,23.3,56.4,101.3,100.0,50.7,6.21,16.93,Rabi,Sprinkler,5.5
Soybean,723.9,23.2,71.9,124.9,15.3,50.0,6.36,19.56,Kharif,Rainfed,3.74
Cotton,513.0,29.1,54.1,22.5,84.3,84.0,6.34,8.87,Kharif,Flood,2.42
Rice,1771.1,31.4,84.6,35.4,18.6,7.7,5.45,15.6,Zaid,Sprinkler,2.51
Wheat,426.0,21.5,51.9,137.8,28.3,44.5,5.7,2.64,Rabi,Rainfed,4.44
Soybean,464.5,25.4,65.5,17.2,63.6,76.9,5.29,16.48,Kharif,Rainfed,2.42
Maize,713.6,27.8,67.6,128.9,35.5,91.1,4.54,0.57,Rabi,Drip,6.53
Soybean,503.1,29.3,55.8,127.5,21.8,76.6,6.62,2.12,Zaid,Flood,3.74
Rice,1822.8,27.2,81.2,90.8,52.1,36.4,4.98,8.48,Zaid,Flood,3.97
Wheat,322.1,17.4,57.7,81.5,12.4,104.0,4.9,17.17,Kharif,Rainfed,2.99
Maize,753.2,27.1,72.1,62.2,11.7,85.6,4.79,18.48,Kharif,Sprinkler,5.56
Rice,1060.7,25.9,82.8,112.0,92.7,44.5,6.53,7.58,Rabi,Rainfed,6.1
Soybean,602.8,27.5,60.7,62.5,72.7,101.4,7.17,9.7,Kharif,Sprinkler,3.69
Rice,845.5,23.0,73.7,117.4,34.7,45.3,8.14,16.82,Kharif,Flood,3.63
Wheat,358.5,15.5,40.5,23.9,32.8,62.9,4.76,3.16,Zaid,Drip,3.15
Sugarcane,1375.8,28.3,69.3,,26.5,99.3,8.42,13.13,Rabi,Flood,60.13
Rice,839.8,28.4,89.9,22.9,69.9,31.5,6.07,13.1,Kharif,Sprinkler,3.59
Rice,1855.0,24.6,76.5,47.1,93.8,77.5,5.38,12.49,Rabi,Sprinkler,5.33
Soybean,560.1,27.0,66.2,90.5,83.0,23.7,7.3,1.03,Zaid,Flood,3.35
Soybean,605.0,27.3,66.6,126.9,74.0,79.7,6.03,18.27,Rabi,Sprinkler,3.88
Maize,755.0,20.5,69.5,,17.5,90.4,7.75,11.94,Kharif,Sprinkler,6.38
Soybean,674.2,28.6,56.1,99.5,89.7,71.4,5.89,9.92,Zaid,Sprinkler,4.07
Cotton,608.6,25.7,51.6,88.6,37.2,36.3,4.67,1.14,Kharif,Rainfed,1.92
Wheat,504.9,18.4,47.6,62.1,18.2,17.1,5.7,19.91,Rabi,Sprinkler,3.8
Wheat,496.1,24.2,53.2,113.6,13.9,24.1,8.4,10.37,Kharif,Drip,3.14
Sugarcane,2245.4,,68.1,64.5,69.8,42.1,7.01,17.76,Zaid,Rainfed,64.63
Sugarcane,1431.9,25.7,67.1,55.3,51.9,48.7,5.03,3.69,Kharif,Sprinkler,74.58
Wheat,669.4,18.3,62.1,65.6,16.8,60.7,6.03,3.19,Rabi,Drip,4.8
Sugarcane,1938.7,25.5,72.3,28.6,10.3,70.7,5.49,5.25,Rabi,Flood,57.04
Maize,909.1,22.1,59.9,13.5,47.2,16.1,6.98,12.58,Kharif,Rainfed,3.91
Soybean,636.2,22.9,63.8,48.5,32.3,108.2,4.67,19.79,Kharif,Flood,2.62
Wheat,367.4,13.9,47.7,136.6,41.1,64.4,7.32,14.97,Zaid,Flood,3.9
Sugarcane,1167.6,25.1,67.0,37.3,17.9,7.6,8.24,18.46,Kharif,Sprinkler,32.81
Wheat,402.0,15.7,68.4,20.9,25.1,13.5,8.42,18.41,Kharif,Sprinkler,2.01
Cotton,595.1,29.3,45.5,67.6,78.0,32.8,5.74,12.2,Rabi,Drip,2.22
Rice,1283.2,22.3,87.6,48.1,35.7,11.9,6.96,17.06,Kharif,Rainfed,3.93
Soybean,880.5,22.4,68.6,83.7,34.0,28.2,7.36,10.67,Zaid,Rainfed,2.34
Wheat,768.9,19.4,40.2,84.4,73.1,83.2,8.12,0.59,Zaid,Flood,4.14
Rice,835.2,26.7,89.2,38.9,49.9,11.4,6.59,7.91,Kharif,Sprinkler,3.35
Sugarcane,1311.8,34.8,73.6,138.4,80.2,109.3,8.37,10.05,Rabi,Flood,65.41
Rice,1770.8,26.4,75.2,101.4,75.8,31.6,8.0,9.47,Zaid,Flood,4.53
Soybean,,27.5,59.5,115.3,60.5,46.0,4.94,17.96,Zaid,Flood,
Wheat,480.0,23.2,59.2,129.9,19.4,64.5,7.56,15.27,Rabi,Rainfed,4.38
Cotton,880.9,33.4,48.9,139.6,46.3,7.6,5.95,2.99,Rabi,Drip,2.85
Sugarcane,1080.1,24.2,77.2,19.6,24.3,14.8,4.75,5.72,Zaid,Flood,28.42
Wheat,338.2,15.4,63.4,19.1,57.9,31.0,5.47,19.82,Zaid,Rainfed,2.63
Soybean,667.0,21.4,67.7,89.6,95.4,90.9,7.98,11.06,Rabi,Flood,3.41
Sugarcane,1228.4,24.3,73.2,87.3,59.0,17.2,6.78,3.78,Kharif,Sprinkler,78.92
Maize,1094.2,23.2,73.3,104.2,71.6,63.9,4.74,13.28,Kharif,Flood,5.13
Rice,1796.1,24.3,80.4,40.7,40.8,58.2,6.61,17.83,Rabi,Rainfed,3.69
Soybean,648.6,29.1,68.7,130.9,91.2,11.0,5.32,9.8,Rabi,Sprinkler,3.6
Maize,816.3,19.3,55.8,126.2,96.6,55.3,4.92,15.81,Kharif,Rainfed,6.3
Wheat,743.7,16.6,69.3,82.5,58.7,36.2,6.84,9.07,Zaid,Rainfed,3.93
Cotton,771.0,27.0,55.0,89.1,41.9,49.2,7.84,9.79,Zaid,Drip,2.39
Sugarcane,1974.4,26.6,61.3,94.9,85.9,104.0,8.49,6.0,Zaid,Flood,101.47
Rice,1827.4,,87.3,68.5,31.6,19.8,7.24,6.59,Rabi,Sprinkler,3.21
Sugarcane,1521.7,32.5,60.9,45.7,,76.1,8.1,15.61,Kharif,Flood,69.85
Wheat,735.3,19.6,48.1,25.8,58.1,23.5,6.94,5.64,Zaid,Flood,3.05
Sugarcane,1889.8,,73.6,41.8,89.7,16.5,4.66,12.25,Rabi,Drip,66.61
Rice,1489.8,28.2,65.4,66.2,37.5,105.1,5.47,9.69,Zaid,Drip,6.41
Wheat,782.3,22.3,58.2,53.4,83.5,35.6,5.16,14.27,Rabi,Flood,3.34
Sugarcane,1454.2,29.1,65.0,80.5,46.8,,7.19,13.96,Zaid,Drip,93.46
Cotton,705.9,28.4,42.4,40.7,9.9,109.6,7.45,2.21,Zaid,Rainfed,2.01
Soybean,865.6,27.9,65.0,34.3,79.3,105.4,6.82,13.8,Rabi,Drip,4.22
Wheat,667.3,17.0,67.8,91.8,80.0,23.0,5.35,10.87,Rabi,Rainfed,4.06
Soybean,763.1,27.2,64.7,92.3,81.4,107.8,7.68,14.3,Rabi,Flood,3.84
Wheat,668.0,,63.1,40.0,90.8,15.2,5.51,13.43,Kharif,Drip,4.04
Cotton,500.1,28.9,44.1,124.7,26.2,16.9,7.23,9.09,Kharif,Sprinkler,2.11
Soybean,830.7,28.6,,75.7,66.8,38.8,4.66,10.17,Zaid,Sprinkler,2.33
Maize,761.5,29.8,73.5,68.1,87.1,78.9,4.59,6.24,Rabi,Rainfed,4.56
Rice,922.4,31.3,78.0,49.3,89.5,85.3,5.98,3.76,Zaid,Rainfed,4.08
Maize,1189.9,21.8,64.0,107.5,21.9,6.4,6.17,13.48,Kharif,Sprinkler,5.76
Sugarcane,1772.9,34.4,84.6,17.5,60.4,41.7,,7.54,Kharif,Drip,59.6
Cotton,695.1,25.2,56.4,43.1,46.0,11.0,6.85,15.25,Rabi,Rainfed,1.82
Maize,561.8,23.0,56.1,30.1,50.8,60.6,8.3,1.93,Kharif,Flood,4.57
Wheat,402.8,23.4,41.2,97.4,37.8,6.8,5.51,6.53,Kharif,Drip,4.33
Sugarcane,1619.6,22.6,72.1,69.7,97.5,9.8,8.3,11.85,Rabi,Rainfed,52.84
Sugarcane,1793.7,33.0,69.1,44.6,61.1,20.9,5.48,6.23,Rabi,Sprinkler,61.29
Maize,854.0,22.5,69.5,134.3,,47.6,7.49,19.02,Kharif,Rainfed,6.76
Maize,672.5,28.7,51.9,79.8,85.4,47.7,7.63,16.81,Kharif,Flood,
Cotton,767.0,30.9,63.5,104.3,92.9,28.1,5.74,1.88,Rabi,Drip,3.12
Rice,882.1,23.3,73.4,31.3,37.9,91.1,6.04,12.39,Kharif,Sprinkler,4.5
Maize,1144.3,19.9,69.3,45.2,16.7,20.7,7.63,11.97,Rabi,Flood,2.95
Maize,666.3,26.8,60.3,83.8,32.1,44.7,7.76,3.99,Zaid,Rainfed,4.46
Soybean,641.0,23.3,63.6,58.4,80.0,9.1,6.23,7.95,Zaid,Drip,3.29
Wheat,337.3,14.8,58.5,133.8,34.5,66.0,8.31,13.18,Kharif,Rainfed,3.1
Soybean,671.7,21.8,59.2,71.2,81.1,53.4,4.75,18.16,Zaid,Flood,2.83
Soybean,698.8,20.7,64.4,37.9,49.7,53.2,6.99,5.56,Rabi,Flood,2.89
Sugarcane,1669.7,23.6,63.1,14.8,35.5,33.8,6.13,19.26,Rabi,Flood,62.96
Rice,1860.9,31.2,62.9,92.5,81.8,92.7,6.81,0.84,Zaid,Sprinkler,6.18
Wheat,496.8,18.1,51.8,65.1,28.0,39.4,8.44,7.68,Kharif,Drip,3.27
Cotton,579.9,25.9,49.6,30.2,96.6,104.4,5.84,12.98,Kharif,Sprinkler,2.64
Cotton,813.7,33.2,40.0,109.2,76.0,58.5,8.11,18.21,Zaid,Flood,2.48
Maize,1012.9,30.0,78.6,31.3,26.0,21.3,5.71,14.63,Zaid,Rainfed,3.13
Maize,688.4,24.3,74.9,10.9,26.2,68.6,4.89,9.59,Zaid,Rainfed,3.7
Cotton,975.9,31.4,64.6,94.9,54.6,68.8,6.03,19.76,Kharif,Rainfed,2.7
Maize,540.4,21.5,51.3,36.6,27.1,48.6,5.36,12.8,Zaid,Rainfed,3.52
Rice,1362.0,30.9,72.4,85.2,29.4,42.1,5.36,11.65,Rabi,Sprinkler,4.37
Soybean,711.5,29.5,70.4,65.0,90.8,55.7,6.8,10.09,Kharif,Drip,3.32
Maize,924.3,19.7,64.7,22.5,42.6,59.1,7.81,1.98,Zaid,Drip,4.85
Sugarcane,1972.6,32.3,67.2,119.9,51.9,57.3,8.41,18.97,Kharif,Rainfed,64.12
Maize,1110.0,29.3,65.3,83.5,5.6,27.6,4.6,15.21,Rabi,Drip,3.48
Wheat,621.7,23.3,46.9,30.5,64.6,99.6,7.37,7.3,Zaid,Rainfed,4.14
Rice,1775.7,27.1,74.9,134.4,76.5,23.0,7.82,11.26,Zaid,Drip,5.9
Wheat,497.5,13.1,55.5,119.1,74.3,43.8,7.11,11.75,Rabi,Flood,5.13
Wheat,641.6,20.6,54.4,96.7,12.6,94.4,4.72,3.4,Kharif,Rainfed,3.33
Sugarcane,1114.4,31.1,83.0,136.6,62.6,55.5,7.47,6.9,Rabi,Flood,73.97
Rice,1119.1,26.6,72.2,100.0,85.4,42.4,5.43,12.72,Zaid,Rainfed,
Rice,838.6,30.1,61.4,112.6,55.6,65.7,4.71,5.48,Zaid,Drip,5.29
Rice,1445.1,30.3,75.5,127.7,80.0,100.5,5.37,10.73,Rabi,Flood,7.32
Rice,1852.3,30.7,84.2,42.3,40.4,83.2,6.46,3.5,Kharif,Drip,4.96
Rice,874.7,27.1,87.7,33.0,55.2,89.4,5.36,10.78,Rabi,Drip,4.75
Sugarcane,1846.5,31.4,81.4,126.3,66.6,81.2,6.7,8.0,Rabi,Sprinkler,121.66
Maize,771.9,21.8,63.1,19.6,52.4,56.9,6.85,7.57,Kharif,Drip,6.23
Wheat,777.7,23.4,57.5,15.5,97.1,79.1,5.84,3.37,Rabi,Flood,3.96
Rice,1793.7,29.0,83.7,124.7,96.9,51.1,8.3,14.6,Rabi,Drip,5.76
Maize,980.7,26.2,77.2,58.5,60.6,,5.83,1.71,Zaid,Drip,4.95
Maize,979.4,27.5,,65.7,12.4,17.8,7.59,1.82,Rabi,Sprinkler,4.06
Wheat,749.4,15.7,63.2,123.3,25.3,67.5,4.87,4.44,Kharif,Drip,3.85
Sugarcane,1212.0,31.5,82.1,78.9,95.1,35.5,6.32,14.04,Kharif,Drip,80.05
Cotton,946.2,29.2,42.9,,38.1,15.6,,17.66,Rabi,Drip,2.64
Cotton,858.5,30.1,41.1,82.5,11.7,33.2,6.77,16.24,Rabi,Sprinkler,2.31
Maize,1067.2,,54.7,60.6,68.5,103.5,8.45,15.38,Kharif,Sprinkler,4.88
Soybean,744.5,22.8,71.8,136.1,37.4,88.6,7.91,12.65,Kharif,Flood,3.74
Soybean,713.0,26.2,65.2,90.5,85.5,22.9,5.97,11.93,Kharif,Drip,4.11
Wheat,710.3,13.0,57.1,14.1,90.8,9.1,6.56,1.46,Rabi,Drip,3.57
Cotton,882.9,33.9,44.9,90.7,80.5,98.4,6.37,18.0,Rabi,Flood,3.12
Maize,615.1,22.1,58.5,106.6,50.4,44.4,5.97,4.29,Rabi,Rainfed,5.55
Sugarcane,1208.7,29.4,84.3,67.6,95.1,19.1,7.57,12.54,Zaid,Flood,64.54
Cotton,892.3,31.3,61.9,102.9,54.8,33.6,7.92,9.87,Rabi,Drip,2.42
Maize,848.1,19.0,70.9,85.9,47.6,28.5,5.74,14.16,Rabi,Flood,
Maize,1061.4,21.5,70.9,131.9,20.7,73.2,5.48,18.12,Zaid,Sprinkler,7.41
Rice,1749.3,28.6,70.6,134.0,85.8,35.9,4.53,6.28,Zaid,Rainfed,4.36
Sugarcane,1139.4,28.2,69.4,51.2,55.9,74.4,7.31,3.17,Zaid,Sprinkler,62.5
Rice,1866.9,28.8,73.5,126.2,87.2,51.0,6.02,18.69,Zaid,Rainfed,5.08
Wheat,556.0,24.7,58.9,97.2,39.4,83.5,7.98,,Rabi,Rainfed,3.67
Rice,1028.2,29.6,70.0,24.1,62.2,89.1,6.94,4.01,Rabi,Sprinkler,4.24
Rice,1380.2,,85.0,23.7,18.4,107.6,6.85,10.44,Zaid,Drip,5.41
Cotton,859.4,27.2,42.1,84.5,59.2,101.0,6.6,3.17,Kharif,Flood,3.2
Soybean,661.2,20.8,73.3,103.6,12.4,28.5,7.19,17.95,Rabi,Sprinkler,2.72
Maize,904.5,18.1,78.9,40.9,29.1,5.0,4.77,1.38,Rabi,Rainfed,2.97
Sugarcane,2231.9,25.3,73.5,49.6,46.5,11.9,8.28,12.57,Rabi,Flood,45.01
Rice,1753.3,29.8,67.7,78.8,96.2,14.4,7.23,19.26,Kharif,Drip,4.86
Sugarcane,1053.7,,80.8,120.4,65.1,42.0,4.81,15.18,Zaid,Flood,59.63
Soybean,,29.1,70.7,107.0,64.9,49.8,8.11,13.19,Kharif,Drip,2.93
Soybean,504.0,20.0,68.8,39.0,99.5,22.6,7.66,14.25,Zaid,Sprinkler,2.36
Rice,1476.3,25.3,85.6,60.2,10.8,44.3,5.33,18.81,Rabi,Drip,4.71
Wheat,649.9,21.4,68.8,87.5,65.4,94.2,7.18,14.79,Kharif,Rainfed,4.99
Rice,976.8,25.7,75.2,69.2,99.7,69.2,7.65,7.01,Rabi,Sprinkler,6.04
Cotton,774.3,27.9,55.9,86.6,91.9,99.3,8.38,13.51,Zaid,Sprinkler,3.04
Maize,882.1,27.3,63.0,135.2,42.1,47.1,7.16,16.28,Zaid,Rainfed,6.07
Wheat,398.5,18.2,60.4,38.8,5.1,103.0,5.72,4.33,Rabi,Rainfed,3.9
Rice,1369.5,25.3,62.1,16.8,32.8,36.1,4.97,8.39,Rabi,Drip,3.6
Sugarcane,1820.9,22.4,75.8,134.5,40.8,69.9,8.01,9.27,Kharif,Rainfed,80.68
Wheat,368.3,16.9,40.5,107.7,27.7,5.2,7.99,9.15,Zaid,Flood,2.9
Wheat,720.6,14.5,45.1,83.0,12.3,104.7,6.91,18.11,Zaid,Flood,4.14
Rice,1824.4,30.1,81.1,22.1,6.5,22.7,4.97,14.64,Rabi,Drip,2.06
Wheat,403.3,14.0,52.0,106.2,29.2,78.4,6.47,17.77,Zaid,Sprinkler,5.22
Sugarcane,1145.0,26.8,68.4,75.9,74.6,25.8,5.37,12.82,Zaid,Drip,70.38
Soybean,743.6,25.0,66.4,114.5,65.6,11.8,5.87,19.79,Zaid,Flood,3.39
Wheat,481.2,18.8,47.4,63.1,54.0,83.3,4.98,4.82,Kharif,Drip,4.04
Soybean,595.9,27.9,62.5,91.1,27.1,80.5,6.69,9.21,Rabi,Drip,3.29
Sugarcane,2324.8,23.7,74.0,89.2,88.1,90.8,6.91,15.19,Rabi,Rainfed,72.83
Rice,1795.3,22.9,61.8,32.0,80.6,5.1,5.63,11.89,Zaid,Drip,3.72
Maize,854.1,27.3,65.3,104.3,52.4,68.9,8.09,8.33,Rabi,Rainfed,5.64
Wheat,575.0,22.5,48.1,112.2,30.6,82.0,6.94,3.81,Zaid,Drip,5.31
Maize,,27.0,57.4,12.3,73.4,69.9,7.28,4.68,Rabi,Flood,4.38
Sugarcane,1851.9,26.6,72.3,93.4,22.2,61.8,6.3,9.49,Kharif,Flood,103.31
Wheat,709.3,23.5,58.9,103.1,9.1,83.1,6.44,6.7,Kharif,Sprinkler,4.42
Soybean,820.2,23.7,52.9,118.6,65.8,40.9,4.97,2.28,Rabi,Flood,3.2
Cotton,633.9,26.4,41.3,87.4,18.8,,5.37,,Zaid,Flood,2.09
Maize,527.1,25.0,64.9,29.3,51.2,19.8,6.25,2.66,Rabi,Flood,4.78
Wheat,676.7,21.2,42.0,109.2,78.6,75.5,5.67,,Rabi,Flood,4.9
Maize,661.0,20.0,52.3,129.6,55.4,46.7,6.64,12.75,Rabi,Drip,6.97
Wheat,735.8,12.9,61.9,51.3,52.9,19.3,7.33,1.87,Zaid,Sprinkler,2.71
Rice,1983.3,30.6,67.6,114.8,76.3,83.5,8.33,9.99,Kharif,Flood,4.36
Soybean,665.8,28.2,62.0,51.4,79.2,77.1,6.3,8.68,Kharif,Sprinkler,3.93
Maize,722.9,19.2,65.8,133.1,42.2,11.8,6.05,3.34,Kharif,Rainfed,5.04
Cotton,533.7,31.2,51.6,89.2,45.1,7.0,8.44,7.66,Kharif,Flood,1.58
Cotton,671.3,28.9,40.5,56.8,89.5,77.5,5.08,12.03,Kharif,Sprinkler,2.24
Sugarcane,1223.0,30.5,81.7,49.2,48.1,60.2,7.9,18.67,Rabi,Flood,54.65
Wheat,559.6,20.3,,124.4,85.7,90.3,5.23,12.08,Rabi,Flood,6.31
Maize,836.6,24.3,52.7,23.3,90.7,71.2,5.55,5.95,Kharif,Drip,6.24
Sugarcane,1208.1,20.9,69.8,101.0,9.6,40.1,7.28,15.94,Zaid,Rainfed,40.59
Maize,1168.8,26.8,77.2,112.6,72.7,29.7,7.04,13.04,Kharif,Flood,6.04
Wheat,689.5,18.7,56.9,139.2,48.3,80.0,7.67,10.13,Kharif,Sprinkler,5.64
Cotton,705.8,30.5,42.7,61.1,74.7,101.7,5.51,7.43,Rabi,Flood,2.98
Rice,1540.5,28.4,76.6,21.5,74.3,68.2,7.15,18.03,Zaid,Rainfed,4.82
Cotton,,32.8,64.7,85.6,15.3,53.2,7.65,1.04,Rabi,Drip,2.09
Sugarcane,,27.5,62.6,105.2,35.5,32.9,7.11,11.4,Zaid,Rainfed,75.91
Soybean,572.0,26.4,69.9,39.8,20.1,87.2,7.33,4.06,Kharif,Drip,3.0
Rice,1647.1,23.7,64.4,112.1,28.3,82.5,6.32,19.73,Zaid,Rainfed,
Sugarcane,1552.2,29.5,78.4,74.3,6.7,68.9,7.82,5.12,Zaid,Drip,77.54
Wheat,766.1,15.2,67.8,36.1,30.1,78.6,8.31,14.34,Rabi,Rainfed,2.68
Rice,1353.2,23.7,78.2,53.0,53.5,18.7,6.31,2.27,Rabi,Flood,4.75
Sugarcane,1223.5,28.6,66.6,57.0,18.6,9.8,8.01,0.73,Rabi,Sprinkler,43.5
Wheat,441.0,22.5,61.7,29.0,27.5,65.1,8.45,1.93,Rabi,Drip,2.87
Cotton,939.1,,43.8,109.1,69.7,62.0,7.74,13.14,Kharif,Drip,2.79
Soybean,546.7,28.7,62.1,134.9,50.0,31.5,5.9,17.76,Zaid,Flood,3.35
Wheat,391.3,18.6,43.7,17.8,6.7,97.2,7.74,11.57,Zaid,Drip,3.48
Maize,949.2,27.6,76.2,112.0,15.7,45.0,7.6,8.64,Zaid,Flood,6.17
Wheat,398.3,14.5,69.7,41.6,84.6,54.4,6.24,6.25,Kharif,Rainfed,
Wheat,430.6,23.4,42.9,27.8,80.3,50.8,5.03,7.14,Kharif,Flood,3.32
Soybean,521.4,21.8,60.3,19.8,76.8,47.2,5.87,10.43,Rabi,Flood,2.78
Maize,940.6,27.6,73.6,100.6,23.3,10.5,8.11,18.94,Rabi,Flood,3.94
Sugarcane,2488.4,28.1,81.4,49.6,33.6,55.8,6.12,7.74,Kharif,Rainfed,52.6
Sugarcane,2145.0,20.2,78.5,117.9,,64.5,7.62,10.1,Rabi,Sprinkler,89.06
Wheat,714.4,21.2,48.6,34.1,97.3,80.3,7.84,0.76,Rabi,Rainfed,3.59
Maize,554.6,26.9,67.0,65.8,6.7,29.8,5.64,2.68,Zaid,Sprinkler,3.81
Maize,827.0,28.8,61.8,104.1,91.4,7.6,6.29,12.41,Rabi,Sprinkler,6.8
Soybean,887.2,27.7,73.6,44.6,26.5,105.5,6.33,4.56,Rabi,Rainfed,2.59
Cotton,581.2,33.8,41.6,45.0,62.7,17.9,6.39,12.73,Kharif,Drip,2.04
Sugarcane,1770.4,24.0,76.6,81.7,31.0,88.6,5.19,18.15,Zaid,Drip,80.15
Soybean,655.3,27.4,50.7,129.6,45.9,26.4,6.72,4.77,Kharif,Flood,3.23
Rice,811.5,30.6,89.0,54.4,99.1,31.5,6.39,7.4,Kharif,Flood,3.96
Sugarcane,2213.5,27.0,83.1,40.8,56.3,21.7,6.49,2.26,Rabi,Sprinkler,69.9
Soybean,834.4,26.4,75.0,33.7,70.9,98.1,6.8,12.97,Rabi,Rainfed,2.92
Sugarcane,1154.4,27.1,60.2,17.2,23.3,52.9,4.58,3.54,Rabi,Flood,41.94
Cotton,960.8,32.9,43.0,31.2,36.7,101.1,7.6,6.82,Kharif,Flood,1.8
Rice,1930.2,27.3,77.2,130.1,42.3,71.5,8.08,11.97,Kharif,Drip,5.2
Cotton,544.1,33.8,48.4,61.7,91.4,105.4,4.98,,Rabi,Sprinkler,2.34
Rice,1130.7,22.4,80.8,65.4,54.1,101.3,4.96,1.89,Zaid,Rainfed,3.98
Wheat,431.9,22.1,49.7,50.3,66.5,11.4,6.46,3.11,Rabi,Rainfed,3.18
Soybean,804.1,28.4,66.4,70.6,96.6,97.3,7.08,7.75,Kharif,Sprinkler,4.08
Rice,1273.1,27.8,69.2,62.9,59.5,50.0,5.55,15.34,Kharif,Flood,5.13
Cotton,877.6,33.8,48.1,132.0,12.3,105.9,5.48,0.68,Kharif,Rainfed,2.37
Sugarcane,1703.0,27.4,61.9,44.0,95.6,16.6,5.72,1.2,Zaid,Drip,82.97
Rice,988.4,26.5,80.5,107.7,22.2,9.7,4.82,13.31,Kharif,Rainfed,3.53
Soybean,518.7,24.9,54.3,10.6,35.5,14.4,6.08,12.16,Zaid,Sprinkler,2.21
Rice,1924.1,29.0,67.1,34.6,62.9,67.5,6.54,0.58,Zaid,Rainfed,4.45
Maize,734.2,29.2,79.0,56.4,18.3,46.8,6.48,12.77,Rabi,Sprinkler,5.15
Sugarcane,1466.0,23.8,84.7,48.4,90.2,37.0,4.88,5.33,Rabi,Rainfed,57.46
Soybean,753.4,29.8,73.3,118.5,60.0,75.9,7.0,13.49,Kharif,Drip,4.31
Soybean,659.4,29.5,67.5,105.8,67.9,62.4,8.03,9.25,Kharif,Drip,3.19
Wheat,342.4,23.9,50.0,132.9,81.4,100.7,6.79,9.87,Zaid,Flood,6.0
Cotton,712.8,33.9,50.3,67.6,12.8,98.7,7.98,19.96,Kharif,Flood,1.97
Wheat,633.8,14.6,59.5,127.2,83.9,103.5,7.98,17.44,Zaid,Flood,5.38
Soybean,475.4,23.8,66.9,52.7,49.4,76.6,8.15,16.6,Zaid,Flood,2.68
Sugarcane,1359.7,25.8,69.3,24.4,97.3,65.3,5.01,7.38,Zaid,Rainfed,57.16
Rice,1130.5,31.5,60.5,19.9,60.1,19.5,4.67,7.9,Kharif,Drip,3.05
Rice,1700.6,27.1,65.8,14.1,86.0,19.4,8.06,18.32,Rabi,Flood,3.36
Sugarcane,2237.0,32.9,62.0,85.7,65.8,5.1,8.42,8.43,Kharif,Sprinkler,53.38
Soybean,,29.9,68.1,74.4,46.0,48.1,6.52,7.65,Zaid,Rainfed,3.04
Rice,1171.2,25.4,81.8,49.6,10.0,44.2,7.39,6.88,Rabi,Drip,3.97
Rice,1680.5,28.6,86.9,66.2,20.8,38.5,6.23,14.42,Kharif,Sprinkler,5.02
Rice,1678.1,28.7,84.4,111.8,69.8,51.2,8.43,11.6,Zaid,Flood,4.42
Cotton,533.2,26.4,50.8,99.7,58.9,50.1,7.77,15.99,Zaid,Drip,2.4
Cotton,756.8,31.0,44.4,83.5,46.7,18.4,6.36,3.71,Kharif,Flood,2.56
Maize,828.7,29.7,69.0,66.0,18.2,106.9,5.02,2.68,Zaid,Drip,5.16
Wheat,709.5,14.5,50.9,35.3,39.7,27.5,6.58,13.53,Rabi,Drip,3.9
Sugarcane,1250.4,23.4,60.5,39.7,7.3,41.3,5.08,11.81,Kharif,Flood,38.69
Sugarcane,2100.9,27.3,79.3,112.0,26.7,25.2,6.86,14.95,Zaid,Rainfed,72.63
Sugarcane,2075.1,21.6,67.5,31.6,19.0,38.1,6.87,7.49,Zaid,Rainfed,45.78
Maize,569.0,25.9,66.8,25.6,25.1,23.1,4.77,13.59,Zaid,Drip,3.06
Cotton,549.4,33.3,43.6,49.8,77.8,,6.13,6.38,Kharif,Sprinkler,2.39
Soybean,746.3,,62.9,21.7,66.1,21.3,6.16,12.77,Rabi,Sprinkler,2.74
